image_path
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_0_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_0_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_100_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_100_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_101_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_101_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_102_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_102_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_103_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_103_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_104_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_104_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_105_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_105_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_106_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_106_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_107_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_107_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_108_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_108_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_109_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_109_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_10_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_10_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_110_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_110_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_111_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_111_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_112_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_112_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_113_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_113_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_114_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_114_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_115_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_115_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_116_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_116_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_117_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_117_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_118_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_118_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_119_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_119_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_11_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_11_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_120_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_120_sagittal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_121_coronal.jpg
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\unlabelled_img\001_negative_02001_5_2023-10-04_121_sagittal.jpg
